0,1,2
2021-06-26 11:23:19,1408747698585358340,"RT @CharlenneKayla: Mempersembahkan, liputan mendalam mengenai kekerasan seksual yang terjadi di kampus Universitas Multimedia Nusantara.…"
2021-06-26 11:23:04,1408747636224446465,RT @rffqi: Baca postingan gini aja aku ngakak https://t.co/LOdTgzdEWn
2021-06-26 11:13:13,1408745159236349959,RT @bertanyarl: Tanyarl kita hidup di jaman ini😅😅 https://t.co/7ydfl22yLi
2021-06-26 11:12:25,1408744955107966976,"RT @txtracunbelanja: ✨ REKOMENDASI BOTOL MINUM 2L SEHARI - HARI ✨

- A Thread - https://t.co/j33qsur4oe"
2021-06-26 11:12:12,1408744900955230208,"RT @ZOO_FESS: zoo ""pokoknya aku gamau pake sayur 😠"" https://t.co/a4wmdeoG6R"
2021-06-26 11:01:53,1408742306979532800,"RT @caterissparibus: “Mau kuliah dimana aja. Emas ttp emas dimana pun tempatnya”.

Dan lu lupa bibit unggul di tanah yang ga subur ga bakal…"
2021-06-26 11:00:50,1408742039366238210,"@txtdrstoryWA katanya Harvard di Depok, saingan sama Gundar sama UI. gmn sih?"
2021-06-26 11:00:21,1408741919404945413,@zazaiddd @monmaap123 @txtdrstoryWA loh ktnya di sentul city
2021-06-26 08:24:34,1408702717179039751,"pengen punya rumah kayak @DionMulya 
BISMILLAH 9TAHUN LAGI!"
2021-06-26 08:22:35,1408702215607394304,tbtb lusa dh uas.
2021-06-26 05:58:44,1408666014481453056,"pgn vaksin minggu dpn, tp uas. gpp kali y sehabis uas."
2021-06-25 17:28:58,1408477330222112770,"@bikinyaman @berjuang_ @setrikaankusut @collegemenfess GAKK LAHHH. namanya menempuh pendidikan, asal bener mah gaba… https://t.co/aEVGgc519P"
2021-06-25 17:27:08,1408476870601961477,@bikinyaman @berjuang_ @setrikaankusut @collegemenfess OALAH PANTES😭🙏🏻
2021-06-25 17:10:59,1408472802869465093,@bikinyaman @berjuang_ @setrikaankusut @collegemenfess anjrit lo swasta dmn woi😭🙏🏻
2021-06-25 16:41:21,1408465346869153794,"@collegemenfess gue dr dulu bodoamat si sm soal ini. karna y lu emg sebenernya cuma punya diri lu sendiri, bkn orglain."
2021-06-25 10:02:33,1408364985986609156,@AREAJULID ini gue sbg pandangan org yg tinggal di pinggir jalan raya aja si. gue pribadi amat sangat keganggu dan… https://t.co/PVoDBFiNMx
2021-06-25 10:00:01,1408364348087488514,"@AREAJULID itu seminggu bisa ada 2-3x org yg balapan, pdhl itu hari biasa. ganggu bgt org mau istirahat, trs baru b… https://t.co/mE93mEaC22"
2021-06-25 09:58:48,1408364041790099465,@AREAJULID udh gt suaranya jg ASTAGFIRULLAH... berisik bgt tiap jam 1-3 pagi
2021-06-25 09:58:26,1408363948043243524,"@AREAJULID tp emg beneran ganggu sih. rumah gue itu kan di pinggir jalan raya. dulu pas waktu baru pindah, sd gitu… https://t.co/YsKwzPailP"
2021-06-25 09:57:02,1408363596594044931,"@bertanyarl gada, dulu si insecure bgt anaknya. tp skrg yauda aja, sambil ngerawat badan semua muanya."
2021-06-25 09:50:28,1408361943820247040,"RT @hermawan_devina: RESEP CHICKEN WINGS

Rahasianya di Marinasinya! Resep Chicken Wings Ala Pizza Hut

--- a thread ---- https://t.co/5iDw…"
2021-06-25 07:41:27,1408329476006551554,"@bertanyarl blm nder daerah ku, baru yg lansia"
2021-06-25 07:18:33,1408323712600797189,"RT @angga_fzn: Beberapa skill digital penting:
- video editing
- graphic design
- layout presentation
- riset trend &amp; keyword
- buat web
-…"
2021-06-24 19:09:29,1408140236962500611,"RT @mutualan_base: pong! yg suka jbjb rt aj, wajib fb ya gntnk n cntippp. Ak f19"
2021-06-24 19:06:43,1408139544264732676,@metamorfocyz muka aslinya jelek kah? sampe jd faker
2021-06-24 19:03:58,1408138850438828040,@miawabu17 @ketoprakkpedes @txtdarisisange nih pap tt https://t.co/wlXaSJbwQe
2021-06-24 18:47:48,1408134780844077056,"RT @angga_fzn: Kumpulan website penting buat mahasiswa (terutama tingkat akhir).

Sumber cari jurnal, slide, materi, dsb secara online biar…"
2021-06-24 11:51:17,1408029962641154049,@fcvken cek dm ya kak. maaci
2021-06-24 11:50:28,1408029755509673984,*harian :((
2021-06-24 11:50:13,1408029692498616325,"yang ridi netflix harisn ada tidakk? 

#zonaBU #zonauang"
